"","ID","theta1","theta2","a_sum","b_sum","c_sum","a01","a02","a03","a04","a05","a06","a07","a08","a09","a10","b01","b02","b03","b04","b05","b06","b07","b08","b09","b10","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10"
"157",157,0.878956720182368,0.0961697554849892,6,8,4,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0
"158",158,-1.51346760916488,0.868384760885291,4,8,8,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
"159",159,0.741475963328414,0.950691580053716,7,7,9,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
"160",160,-0.56487495475716,-0.0839181224380388,5,4,6,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
"161",161,1.5773688378091,0.245980906284601,8,5,5,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"162",162,-0.790498687173053,-1.0267291945056,7,3,4,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"163",163,-1.00207479439703,-1.18057811494842,3,4,2,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"164",164,2.40333916578709,3.21030667089288,5,10,9,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"165",165,-0.606497877926542,-0.115520644287949,2,7,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
"166",166,0.36077036653824,0.155774974229177,6,5,5,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0
"167",167,0.310217807717061,0.792353210267123,4,8,7,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
"168",168,-0.609102282771312,-0.228830340673694,2,3,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
"169",169,-0.0740286114966106,0.969259932751698,5,6,6,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
"170",170,-0.248062716972521,0.887128024594129,4,8,8,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"171",171,-0.439164661777892,0.0661146795825024,3,2,8,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
"172",172,0.632102839995356,-0.519011988549212,4,6,5,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
"173",173,0.125202715203921,-0.184208929553281,3,6,6,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
"174",174,2.02650552454522,1.66008130601726,7,8,6,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0
"175",175,-1.40766557089099,0.123633786661683,4,5,6,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0
"176",176,-0.843385337259118,-1.05493588222003,3,1,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"177",177,0.358171385951115,-0.292719958650113,4,4,4,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"178",178,-0.719156731979338,1.25692516478691,3,5,9,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1
"179",179,-0.406639467438468,1.16272031160763,3,6,8,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1
"180",180,-0.340059773332376,-0.453852271351472,4,4,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"181",181,-1.17621950655813,-0.665515382495763,2,6,5,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
"182",182,1.66428560758918,0.523615296765657,8,4,6,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
"183",183,-0.595339917413547,-0.0102723194081783,4,6,6,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0
"184",184,-0.46791408744304,-1.03119816527699,4,3,4,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"185",185,-0.132469094159923,-0.276779124036529,6,2,6,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0
"186",186,0.247948881291705,-0.589467548331231,5,4,3,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"187",187,2.02541188267634,-0.102973548540744,10,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0
"188",188,0.772907752022069,-0.626138456640715,6,4,4,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
"189",189,0.231870773094285,1.07418869448493,6,6,4,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"190",190,0.242362407569962,-1.10716154912587,3,5,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"191",191,0.484836323871991,-0.113406152231821,7,7,5,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0
"192",192,0.196729922383638,-0.759102417587575,5,4,3,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"193",193,0.154372432851497,0.00945104350425131,5,6,5,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0
"194",194,-1.07216184650858,-0.478652980744007,3,3,5,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
"195",195,-0.96555225917431,-1.30482259518893,5,3,3,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"196",196,2.20938514174045,1.24988991419964,9,9,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
"197",197,0.223296006267779,0.817162196887782,6,6,6,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0
"198",198,-1.1407705166592,-1.02649505573109,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
"199",199,-1.24628872259059,0.187718303045693,2,5,6,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
"200",200,-0.98287618055835,-1.07043555732524,5,4,3,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"201",201,1.40027960765756,2.40817163281729,8,9,8,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"202",202,1.32739966598929,0.945766289706241,7,8,5,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1
"203",203,-0.697167434777353,0.23792272520354,5,5,7,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0
"204",204,0.418303271291472,0.522536437668085,6,7,3,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"205",205,-0.0914017305905368,-0.626256110810371,5,5,4,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
"206",206,-0.44783274777122,-0.377051070649862,4,5,3,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"207",207,-0.803040993734693,-0.562859188414928,4,5,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"208",208,-1.35977762602176,0.32987030772411,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1
"209",209,0.917653217460617,1.94180239456139,6,7,8,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1
"210",210,0.163079808349332,-0.256659266035001,5,4,5,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
"211",211,0.121762757313726,0.0847760507394132,5,5,5,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
"212",212,-0.171448764064058,0.593527773295549,4,7,6,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"213",213,1.81776831352365,0.316942527116043,7,8,6,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1
"214",214,-0.553931543955988,-0.339917231189007,7,5,5,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0
"215",215,-0.981910174992509,-0.737162636361904,5,3,3,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"216",216,0.862732400560061,2.03965982444957,4,7,8,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1
"217",217,-0.698722746865194,-0.0653943592452895,4,5,6,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
"218",218,-1.01316599519948,-0.239221001960451,2,3,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"219",219,-1.2729975054069,-0.868290348530605,2,3,6,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
"220",220,-1.55459343872145,-0.670599465615527,2,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"221",221,-1.7546526658468,0.760501437505604,3,4,8,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0
"222",222,0.470626574447561,0.599756259241837,8,7,7,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0
"223",223,0.489070644523976,1.43324272078806,6,9,5,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0
"224",224,0.0358834540527331,1.18969552563453,3,8,9,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
"225",225,0.313260044983203,-0.94313296009535,5,2,4,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
"226",226,0.0893427304419964,0.014147196857191,4,8,7,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
"227",227,-0.421240401933823,-0.799156471993417,3,4,3,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"228",228,-0.216449584257908,-1.02580871169942,6,5,4,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"229",229,1.16133881707081,0.370920794098377,5,5,6,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0
"230",230,-0.565184918638194,-1.19387302729303,5,2,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"231",231,2.01227759936519,1.37439089260058,7,8,7,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0
"232",232,-0.538134280546621,0.381696154878775,4,4,7,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0
"233",233,-0.154234739761146,0.52582688767916,6,7,5,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0
"234",234,-0.601603547944654,-0.677563959461513,3,3,5,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"235",235,-0.504241089563321,-0.490629304399579,3,6,4,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"236",236,-2.07419963852762,-0.206939217012908,2,3,8,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0
"237",237,0.508816784972743,-0.825652851628576,6,6,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"238",238,0.271601407657729,0.454097405148839,8,3,5,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0
"239",239,-0.0447718201388409,0.606483421341654,6,5,7,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0
"240",240,-0.806659878037469,-0.547001025510256,4,3,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0
"241",241,-0.460678000566231,-0.905255320918002,4,5,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"242",242,-0.663946718383643,-0.205886977282164,4,5,5,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"243",243,1.39113404315665,1.20011904822276,5,7,7,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
"244",244,-0.679579737485213,-1.2902879171399,4,3,5,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
"245",245,-0.15027146235726,-0.159854996285458,3,5,3,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"246",246,1.55676030112399,1.73822702840319,6,6,7,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0
"247",247,-0.100946535073669,-0.073947096604268,6,4,5,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"248",248,-1.76875210294427,-0.58656108627461,1,4,8,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
"249",249,-1.03860120704196,-0.112813230171591,2,4,6,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
"250",250,-8.42358889946992e-05,0.840925584393559,3,6,6,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1
"251",251,0.00602380567041405,-0.656587062871234,5,5,5,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
"252",252,-0.934943774753309,-0.0382546344869571,3,2,5,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"253",253,-0.324293427268941,-0.271388695840111,5,6,5,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
"254",254,-0.344536391355027,0.50128118211479,4,6,8,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0
"255",255,1.20680226339703,1.56189614457203,6,9,5,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0
"256",256,0.145093657023864,-0.298492931026446,5,7,4,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"257",257,0.837572004665845,1.03442763546343,4,7,5,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0
"258",258,0.82117908558448,0.271319089805477,8,6,6,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0
"259",259,0.0617367207360501,-0.258566793519504,4,3,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
"260",260,-2.17724077690809,-0.477823375122516,1,4,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"261",261,-1.15632776068696,0.253726089981987,1,3,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1
"262",262,-0.215097063078798,-0.633383450883828,7,5,6,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
"263",263,0.284816460068279,-0.203142586723224,5,6,7,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0
"264",264,0.521481623321752,1.73052854633105,7,9,7,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"265",265,1.9918726990827,1.97985658936066,8,7,6,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
"266",266,1.17220703404643,1.50828198894471,5,7,4,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0
"267",267,-0.083994146990551,-0.146630088303972,6,6,4,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"268",268,-2.11098803066843,-0.93140666332403,2,5,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"269",269,-0.482361883744504,-0.191024593787477,6,2,3,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"270",270,0.196151491725776,-0.0416400489606993,4,5,5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
"271",271,0.299813032226095,1.16379242387511,4,3,5,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0
"272",272,0.361426888271712,1.3057204568491,2,7,8,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
"273",273,0.341712629720142,0.843546070127642,4,5,4,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
"274",274,-1.96679844366491,-0.449887620685397,1,3,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0
"275",275,0.939895862034822,0.531729061299711,8,6,5,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"276",276,-0.289276699990745,-0.484183087347736,4,5,6,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0
"277",277,0.371147810995488,-0.0683806530159645,6,6,7,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
"278",278,-0.391000006233418,0.520126432862395,4,5,4,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
"279",279,0.388328887652304,0.353277703389014,6,3,3,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"280",280,0.140969748537725,-0.0982314246069613,5,5,3,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"281",281,0.0472720171080765,-2.93542360648232,9,4,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",282,0.572483707953694,0.703164722603366,5,6,8,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0
"283",283,0.412877801027425,0.255739828425674,5,4,5,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0
"284",284,-1.6102990650031,1.15017695290797,0,5,7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0
"285",285,0.665604469695872,-0.460972173927639,6,6,4,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
"286",286,-0.293802777847372,0.525964521803257,5,5,6,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0
"287",287,-0.0938730759609865,0.476690024970514,6,4,3,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"288",288,1.43262504888351,1.40940387799409,7,4,7,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0
"289",289,-0.394595028496888,0.0151886427668928,3,4,6,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1
"290",290,-0.292590116188356,0.583687900070151,4,6,6,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
"291",291,1.11484982231101,0.90885040858876,7,5,5,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
"292",292,1.2237344616534,0.602160631210383,6,4,5,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
"293",293,1.29952702519741,0.684126870015727,6,7,5,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0
"294",294,0.593924412311385,-1.59412832989178,9,4,3,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"295",295,1.85165670344299,1.61674512670344,9,7,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1
"296",296,0.0645819931614314,0.0509473041987395,5,5,4,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"297",297,0.939623142258557,2.29385910297741,6,5,9,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
"298",298,-1.43482389219663,-0.905008196089826,3,1,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"299",299,-0.416942368709998,0.453287006400546,2,6,5,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0
"300",300,1.65300009060162,0.511915451437718,8,8,5,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0
"301",301,-0.873332649945177,-0.365503158041396,2,2,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"302",302,-0.244608765722861,-1.05908676952686,6,4,5,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0
"303",303,-0.950488730937785,-0.675107988579182,3,4,4,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
"304",304,-1.74776328860613,-0.0752431868494953,3,6,4,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0
"305",305,0.27825311476597,-1.03543563724751,4,3,3,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"306",306,0.295457970213669,0.278161183759928,7,7,5,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
"307",307,-1.70631368934514,-1.78240123019216,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"308",308,-0.125157787094363,0.492318667905641,5,4,7,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"309",309,0.0531248111097602,2.08885920173634,5,7,9,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
"310",310,2.8658705510624,0.663311172712307,7,8,3,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"311",311,0.543541790921736,1.71016113715852,7,5,10,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"312",312,1.00968507155747,0.301087269223075,7,7,6,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1
"313",313,-1.53860323296324,-1.45218154927646,5,3,3,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
